file,topic,score
Van Manen-2000-Predicting red wolf.txt,6,0.9307510767
Platt-2000-Effects of Hurricane.txt,4,0.7852906791
Crone-2011-What defines mast se.txt,6,0.3275557972
Daily-2000-Ecology - The value.txt,8,0.3718442137
Major-1967-Anon - Fiziko-Geogra.txt,4,0.7195482271
Pichisermolli-1948-An Index for Establi.txt,4,0.6510118744
Gitay-1996-Species redundancy_.txt,8,0.8437748337
Distel-2000-Marine ecology - Do.txt,10,0.417741166
Baskervi.GlEmin-1969-Rapid Estimation of.txt,3,0.6398623521
Allen-2000-Threatened fishes of.txt,2,0.4673546109
Baskett-2010-Recruitment facilita.txt,6,0.7185086042
Stoner-1990-Recruitment of a Tro.txt,9,0.5016002141
Dumanski-2000-Land quality indicat.txt,10,0.562512968
Grunow-1980-Above-Ground Dry-Mat.txt,4,0.3575097224
Grim-2011-Constraints on host.txt,5,0.5609176182
Hadley-2007-Evaluation of reprod.txt,6,0.590604629
Padilla-2012-Significance and ext.txt,1,0.8879200118
Mcvean-1969-Alpine Vegetation of.txt,4,0.7681317607
Avise-2000-Phylogeography of co.txt,10,0.998268794
Molofsky-2002-Negative frequency d.txt,6,0.7128366684
Brandt-2009-Disease incidence is.txt,9,0.6794970268
Reid-2000-Land-use and land-co.txt,10,0.3563142086
Potzger-1947-Pollen Profile from.txt,4,0.8917018044
Bertness-1999-Testing the relative.txt,5,0.4070188524
Kuefler-2012-Rotifer population s.txt,6,0.4927907672
Augspurger-1981-Reproductive Synchro.txt,2,0.5093541054
Reish-1959-A Discussion of the.txt,9,0.4631216071
Harman-1972-Benthic Substrates -.txt,9,0.6179549391
Sabo-2000-Threatened fishes of.txt,10,0.6046985356
Foster-1991-The Effects of a Suc.txt,1,0.5225260414
Roeder-2000-Polychlorinated biph.txt,9,0.5958436241
Banniste.P-1971-Water Relations of H.txt,3,0.9986319903
Parker-2001-Models of alternativ.txt,2,0.5442211678
Janssen-1997-Predators use volati.txt,5,0.956345223
Levey-2000-Conversion of nitrog.txt,7,0.8284920239
Dahlberg-2000-Vegetation diversity.txt,8,0.5472411406
Higgins-2003-Forecasting plant mi.txt,1,0.6862812582
Billings-1941-Quantitative correla.txt,8,0.657285178
Dare-2000-Precision and interp.txt,4,0.3877453654
Cain-2003-Long-distance disper.txt,6,0.4410445557
Gittins-1965-Multivariate Approac.txt,6,0.7182675131
Lewis-1974-Micro-Environmental.txt,3,0.6171190165
Findlay-1993-Bacterial Algal Rela.txt,9,0.9334280165
Larson-1942-A comparison of used.txt,4,0.994229177
Brown-2000-Weather-mediated nat.txt,2,0.8478000073
Graham-2002-The impact of weasel.txt,6,0.7216011364
Kaden-2000-Control model Spree_.txt,3,0.53946613
Hough-1945-Frost Pocket and Oth.txt,4,0.5496873426
Odeen-2000-Effective population.txt,2,0.7351432695
Beitinger-2000-Temperature toleranc.txt,3,0.9732884569
Fortin-2000-Issues related to th.txt,6,0.5765959639
Matthaei-2000-Stable surface stone.txt,6,0.4518646698
"Ezcurra-1991-Architecture, Light.txt",3,0.9036195527
Stout-2000-Water quality implic.txt,3,0.5530562342
Tecco-2010-Functional traits of.txt,1,0.4429530504
Paynter-1951-Clutch-Size and Egg.txt,2,0.7331078082
Sheriff-2009-The sensitive hare_.txt,2,0.4290034821
Reeve-1987-Foraging Behavior of.txt,5,0.5121547622
Elliott-1973-Life-Cycle and Produ.txt,2,0.7429544269
Cvancara-1972-Lake Mussel Distribu.txt,9,0.6565291947
Lord-2001-Interactions of loca.txt,8,0.883374083
Abadie-2011-Landscape disturbanc.txt,8,0.5206637456
Duquette-1995-The Effect of Supple.txt,2,0.6862006413
Jaeger-1999-Seasonal partitionin.txt,8,0.8412257019
Qiu-2000-Properties of sedime.txt,9,0.6850263035
Murray-1957-Pleistocene Climate.txt,4,0.556791471
Santos-2000-Variation in the die.txt,2,0.5746549886
Turner-1975-Allelochemic Effects.txt,8,0.3518928501
Keiper-2000-An analysis of genet.txt,10,0.9695245069
Partridge-2001-Persicaria amphibia.txt,3,0.5090137756
Rapoport-2000-Remarks on the bioge.txt,1,0.1
Parker-1952-Environment and Fore.txt,4,0.7226876514
Smyly-1961-The Life-Cycle of th.txt,2,0.3519174208
Gioia-2000-Biodiversity assessm.txt,8,0.3763851892
Logan-2000-A new technique for.txt,2,0.5154766606
Ramsay-1965-An Analysis of Niger.txt,4,0.8617755173
Nager-2000-Parental condition.txt,2,0.9986193292
Cieszewska-2000-Green urbanism_ Lear.txt,10,0.6908398707
Heath-1971-Changes in 31 Years.txt,4,0.9916645755
Cain-1944-Size-frequency studi.txt,6,0.7737894117
Graves-2000-Costs and benefits o.txt,6,0.8365638929
Roderick-2000-On the measurement o.txt,3,0.8430862005
Hamin-2000-Shaping the Sierra_.txt,10,0.601996918
Emery-2007-Limiting similarity.txt,8,0.4941946251
Southwick-1983-20-Year Changes in R.txt,2,0.365049475
Kerth-2000-Mitochondrial DNA (m.txt,10,0.8746932143
Thompson-2004-Physical stress and.txt,9,0.5179952063
Denno-1986-Effects of Crowding.txt,5,0.6445769863
Ross-1961-Plant Ecology of Tea.txt,4,0.9988045087
Schulte-Oehlmann-2000-Effects of endocrine.txt,9,0.4233732436
Vadopalas-2000-Isolation and charac.txt,10,0.9902229541
Wielgus-2000-Possible negative ef.txt,2,0.5989356681
Smith-1939-On the introduction.txt,2,0.560407139
Branson-1970-Plant Communities an.txt,3,0.4996181555
Urban-2001-Landscape connectivi.txt,10,0.3586518646
Nelson-2000-Leaf litter breakdow.txt,3,0.6443599751
Abraham-2000-Importance of stirri.txt,9,0.7375862427
Levin-2000-Do methane seeps sup.txt,9,0.7893813388
Delany-2000-Genetic variability.txt,10,0.5857285451
Gajewski-1993-Holocene Vegetation.txt,4,0.780897445
Engeman-1994-A Comparison of Plot.txt,6,0.948923841
"Strong-1973-Amphipod-Amplexus, S.txt",2,0.6699329187
Pickavan.Jr-1970-New Approach to Immu.txt,5,0.5312280843
Strong-2000-Habitat-specific eff.txt,7,0.5209077847
Hutchings-2010-The population biolo.txt,6,0.5654690807
Norton-2000-Mycophagous mites an.txt,5,0.6735864859
Van Alstyne-2000-Effects of nutrient.txt,7,0.6600253625
Hesse-1955-A Chemical and Physi.txt,8,0.8268160718
Mikkola-1970-Interpretation of Lo.txt,3,0.7133434695
Sirot-2000-An evolutionarily st.txt,6,0.334405919
Craig-1979-Estimates of the Num.txt,6,0.6372448182
Ekman-1981-Spacing and Survival.txt,2,0.5467970629
"Del Rio-Portilla-2000-Larval growth, juven.txt",10,0.4170246876
Heckel-1979-Technique for Estima.txt,6,0.9982103115
Tyrrell-1994-Structural Character.txt,4,0.8696845921
Kerfoot-1980-Predatory Copepods a.txt,2,0.7341863444
Bustnes-2000-Potential threats to.txt,5,0.3419917124
Ryan-2000-Transpiration and wh.txt,3,0.544828257
Austin-1945-Use of Shoot Charact.txt,4,0.7792965164
Roem-2000-Soil acidity and nut.txt,8,0.9035510088
Alborn-2000-Identification and s.txt,3,0.3228062795
Satti-2003-Soil N dynamics in r.txt,8,0.8656780483
Clayton-1972-Salt Spray and Miner.txt,9,0.3259342565
Santini-1996-Energy maximization.txt,1,0.5704212702
Riddle-2000-Cryptic vicariance i.txt,10,0.616318362
Bearhop-2000-Variability in mercu.txt,7,0.5754237558
Taylor-1965-A Theoretical-Study.txt,6,0.8110946069
Thrall-1989-Oscillatory Dynamics.txt,6,0.4469749224
Murdoch-1997-Dynamical effects of.txt,5,0.4844185163
Lewis-1967-Home Range Tendency.txt,6,0.6517145553
Williams-1959-The Seasonal and Diu.txt,2,0.4554850953
Hirth-1969-Dispersal of Snakes.txt,3,0.4248734779
"Hawkins-1982-Effects of Canopy, S.txt",7,0.3178051427
Powell-2000-Can nest predation a.txt,1,0.4331124102
Akcha-2000-Induction and elimin.txt,10,0.4030579399
McCluney-2009-Water availability d.txt,3,0.5168736058
Pletscher-2000-The tyranny of popul.txt,10,0.5811498891
Husband-2000-Ecological mechanism.txt,1,0.4219774934
Hay-Schmidt-2000-The evolution of the.txt,10,0.554911148
Morse-1994-Elevated Co2 and Tem.txt,3,0.524712733
Denny-1972-Sites of Nutrient Ab.txt,3,0.7602159918
Johnson-1987-Prey Depletion by Od.txt,5,0.8980038685
Vermeij-2000-The muricid gastropo.txt,4,0.3036122463
Hirshfield-1980-An Experimental-Anal.txt,7,0.5007876158
Odegaard-2000-The relative importa.txt,4,0.5550980299
Hunt-2000-Maternal and paterna.txt,2,0.9386846159
Sutcliffe-1956-Effect of Light-Inte.txt,9,0.7822156845
De Valpine-2003-Better inferences fr.txt,6,0.8465632928
Hanson-2000-A surface-associated.txt,9,0.6026363704
Dahms-1942-Effect of certain we.txt,3,0.5835408809
Dupont-2009-Ecological modules a.txt,5,0.5106177685
Agren-1989-Seed Size and Number.txt,2,0.5051718289
Elliott-1984-Numerical Changes an.txt,2,0.4449690927
Metz-2012-Seasonal patterns of.txt,5,0.6798982353
Verburg-2000-Multiscale character.txt,6,0.4892251929
Chaneton-2000-Enemy-mediated appar.txt,5,0.9871546221
Village-1985-Spring Arrival Times.txt,2,0.9562769048
Plaganyi-2000-Does the limpet Pate.txt,7,0.5173562305
Potts-1969-Influence of Eruptiv.txt,2,0.4476893571
Clemetsen-2000-The contribution of.txt,10,0.7311575585
Kohm-2000-Putting the science.txt,10,0.9938758898
Richards-1964-What the Tropics Can.txt,4,0.9505822664
Myers-2011-Seed arrival and eco.txt,8,0.7135326025
Fagan-2002-Can vertebrate preda.txt,5,0.6669339959
Power-1975-Similarity among Avi.txt,6,0.3733279722
Guisan-2000-Ordinal response reg.txt,6,0.917469923
Saino-2012-Longevity and lifeti.txt,2,0.8265437529
Murdock-2010-Consumer return chro.txt,8,0.5483567439
Verdu-2005-Early emergence enha.txt,2,0.3077544224
Lam-2000-Sexual reproduction.txt,9,0.6899672266
Laybourn-1975-Studies on Consumpti.txt,7,0.3730193639
Bradford-2005-The impact of croppi.txt,8,0.5354031422
Damman-1987-Leaf Quality and Ene.txt,5,0.3293487734
Lim-1985-Sampling Properties.txt,6,0.6471968256
Fairfax-2000-The effect of exotic.txt,1,0.3942259741
Ghent-1958-Mortality of Oversto.txt,4,0.7258222193
Weiner-2009-The allometry of rep.txt,2,0.5492821678
Santisteban-2012-Survival and populat.txt,6,0.8042736502
Woodward-1982-Male Persistence and.txt,2,0.6861234501
Parker-2000-Invasion dynamics of.txt,1,0.494373547
Beerling-2000-Back to the future f.txt,3,0.5596532885
Mcnaughton-1983-Plant Adaptation in.txt,3,0.6354156392
Pincebourde-2007-Regional climate mod.txt,3,0.830271767
Kingsolver-1983-Ecological Significa.txt,2,0.6726443672
Rudolph-1982-Foraging Strategies.txt,1,0.4743922461
Yukawa-2000-Synchronization of g.txt,5,0.5368087023
Ashman-1991-Seasonal-Variation i.txt,2,0.6488576085
Brooker-2008-Facilitation in plan.txt,8,0.5092747797
Cornelius-2000-Effects of habitat f.txt,10,0.5558880172
Galen-1999-Seedling establishme.txt,4,0.6143956775
Lloyd-1997-Holocene dynamics of.txt,6,0.5598107077
Jones-2000-Patterns of abundanc.txt,4,0.676115193
Lindstrom-2000-Eye function of Mysi.txt,9,0.463251644
Snaydon-1962-Micro-Distribution o.txt,8,0.997280284
Linthurst-1978-Estimated Net Aerial.txt,9,0.9081367171
Amarasekare-2004-Spatial dynamics of.txt,1,0.5932381776
Marshall-1984-Tropical Rain-Forest.txt,8,0.4616085371
Coughlan-1977-Studies of Uptake an.txt,9,0.9603704161
Zillio-2010-Modeling spatial agg.txt,6,0.6986973833
Whitney-1977-Seasonal Maintenance.txt,2,0.4657082083
Lunt-1973-Oxygen Requirements.txt,3,0.7379855714
Berdyugin-2000-On the problem of an.txt,2,0.3869604268
Castleberry-1986-Physiological-Respon.txt,3,0.5142736816
"Shantz-1951-Shreve,Forrest - 187.txt",4,0.8654122681
Farley-1999-Temporal and spatial.txt,8,0.6321432872
Unsicker-2010-Plant species richne.txt,8,0.8107725487
Gray-1966-Factors Controlling.txt,3,0.5760992013
Tilman-1999-The ecological conse.txt,6,0.5498696884
Brown-1956-Movements of Some Br.txt,6,0.5635820471
Marks-2000-Assuring that 1080 t.txt,2,0.3560059846
Morris-1989-The Role of Lupine i.txt,2,0.4325519531
Marks-1975-Community Diversity.txt,4,0.7616638431
Howmille.RWeiner-1968-A Limnological Study.txt,9,0.6718065862
Slone-2000-Changes in intraspec.txt,5,0.5472651256
Lima-2001-Demographic dynamics.txt,6,0.8242007727
Jiang-2000-Multilocus interacti.txt,10,0.7161708511
Boyce-1946-The Influence of Fec.txt,6,0.5963695344
Grogan-2000-Below-ground ectomyc.txt,8,0.6251157592
Rivrud-2010-How does local weath.txt,6,0.5513485747
Festabianchet-1991-Effects of Litter Si.txt,2,0.9235943869
"Carpenter-2005-Herbivory, time sinc.txt",1,0.789106258
Suberkropp-1995-Regulation of Leaf B.txt,3,0.5465835938
Krug-2000-Larval settlement_ c.txt,9,0.4183533621
Strong-1988-Insect Host RangeEco.txt,5,0.9795408271
Day-1953-The Indian as an Eco.txt,4,0.9087564
Shultz-2000-Phylogenetic analysi.txt,10,0.7802376418
Cooch-1989-Long-Term Decline in.txt,2,0.9301957794
Brunner-2008-Multiple causes of v.txt,6,0.5888613912
Tsutsui-2000-Reduced genetic vari.txt,1,0.5372865801
Ives-1946-Botanical Indicators.txt,3,0.6478862724
Mclachlan-1977-Some Effects of Tube.txt,9,0.5141501051
Wise-1981-A Removal Experiment.txt,2,0.7361147409
Hansen-1970-Dietary Similarity o.txt,7,0.4148958695
Hutchings-2008-Untitled.txt,6,0.6505680163
"Ollason-1978-Age, Experience and.txt",2,0.8908876688
Safriel-1975-Significance of Clut.txt,2,0.7186482664
Murakami-2000-Species-specific bir.txt,5,0.4257508368
Holmes-1994-Partial-Differential.txt,6,0.5160984434
Miller-2000-Manipulation of floo.txt,3,0.5495881414
Monson-1982-Seasonal Water Poten.txt,3,0.9988339607
Guisande-2000-Comparisons among th.txt,7,0.8391332709
Goldberg-1985-Effects of Soil-Ph.txt,4,0.8035518479
Ovington-1956-Holcus-Mollis L.txt,4,0.5028576209
Weatherby-1998-Coexistence and coll.txt,8,0.5124427822
Holmgren-1995-The Ideal Free Distr.txt,5,0.8451093698
Gibson-1975-Field and Laboratory.txt,9,0.807295394
Kincaid-1983-Patterns of Habitat.txt,2,0.5829567293
Cuaron-2000-Effects of land-cove.txt,10,0.3789125126
Zartman-2003-Habitat fragmentatio.txt,10,0.3833243451
Amo-2012-Sex recognition by o.txt,2,0.5991750935
Baker-2000-Variation of pollen.txt,1,0.5131857019
Cipollini-1997-Antifungal activity.txt,5,0.5391680436
Fraker-2008-The dynamics of pred.txt,5,0.9988517833
Langellotto-2001-Benefits of dispersa.txt,2,0.4813577876
Moore-1950-Limnological Studies.txt,9,0.7826746169
Bider-1962-Dynamics and Temporo.txt,9,0.3316656582
Cheptou-2000-The effect of drough.txt,2,0.5697871218
Strojan-1987-CorrectionEcologyEco.txt,6,0.6785515571
Passow-2000-Formation of transpa.txt,9,0.8819649741
Husak-2000-Seasonal variation i.txt,2,0.5911458044
Garten-1993-Variation in Foliar.txt,8,0.5534553991
Tisdale-1966-Vegetation and Soil.txt,4,0.593941641
Pentecost-1980-Lichens and Bryophyt.txt,3,0.6005859131
Butts-2000-Associations of fore.txt,4,0.8521663639
Ryland-1962-The Association betw.txt,9,0.5518712581
Striebel-2009-The coupling of biod.txt,7,0.4330253321
"Roubik-1982-Stratum, Tree, and F.txt",4,0.5421823199
Carpenter-2011-Early warnings of un.txt,6,0.8205861671
Williams-2000-Simple rules yield c.txt,7,0.4038265202
Boonstra-1977-Effect of Conspecifi.txt,2,0.4654829971
Jowett-1952-Statistical Investig.txt,8,0.3867772999
Stinner-1984-Nutrient Budgets and.txt,8,0.7039313029
Wood-1971-Self-Absorption Corr.txt,9,0.764940923
Wilsey-2005-Relationships among.txt,8,0.9687378141
Westman-1981-Factors Influencing.txt,8,0.595064061
"Hessen-2004-Carbon, sequestratio.txt",9,0.4079132871
Pinaud-2005-Scale-dependent habi.txt,6,0.3416750066
Kotze-2000-Vegetation variation.txt,8,0.4809625209
Lazenby-1961-Studies on Allium-Vi.txt,8,0.3170469173
Bonsall-2005-Multiple infections.txt,6,0.825159496
Straile-2000-Life history and mul.txt,2,0.4889122771
Crame-2000-Evolution of taxonom.txt,9,0.5767713085
Hanski-2006-Dispersal-related li.txt,2,0.5055547462
Mcconnel.BrSmith-1963-Estimating Bitterbru.txt,4,0.9099788568
Strohecker-1936-Biological effects o.txt,9,0.8068534974
Reynolds-2003-Grassroots ecology_.txt,8,0.7886264153
Massemin-2000-Reversed sexual size.txt,2,0.9168825169
Harper-1962-The Soils and Vegeta.txt,4,0.5141349047
Boatman-1977-Observations on Grow.txt,9,0.4280053333
Tack-2011-Can we predict indir.txt,5,0.5552597907
Loomis-1965-Absorption of Radian.txt,3,0.9958130565
Wang-2000-Bird distribution an.txt,4,0.5678962771
Pearson-1936-Some observations on.txt,3,0.5325720736
Zacharda-2000-New species of the g.txt,9,0.381528522
Williams-1967-Growth and Mortality.txt,2,0.7440979546
Jackson-1998-Quantitative represe.txt,6,0.5562434025
Hanski-2001-Small-rodent dynamic.txt,6,0.5063455976
Prevedelli-2006-Gonochorism vs. herm.txt,2,0.9467501021
Getz-1965-Humidities in Vole R.txt,3,0.5810993137
Rice-1952-Phytosociological An.txt,6,0.5128044404
Guiot-2000-Inverse vegetation m.txt,3,0.5854671721
Lopez-2000-F-1 hybrid inviabili.txt,4,0.3260302642
Yamada-2007-Strong habitat prefe.txt,4,0.5272902584
Baldwin-2000-Jasmonate-induced re.txt,5,0.4910382468
Higginbotham-1947-Notes on the Oxygen.txt,9,0.4927365735
Rigler-1956-A Tracer Study of th.txt,9,0.6901153945
Austin-1972-Application of Quant.txt,8,0.4489040114
Crenshaw-1964-Productivity of Inbr.txt,2,0.8815778727
Bergelson-1990-Spatial Patterning i.txt,5,0.3440286218
Eisenhauer-2011-Impact of above- and.txt,8,0.8943054314
Arens-2000-Can C3 plants faithf.txt,4,0.4050301203
Butler-2008-Acceleration of vege.txt,8,0.35826008
Travis-1987-Testing Theories of.txt,2,0.8458448005
Alroy-2000-Understanding the dy.txt,6,0.8560959512
Vasiliauskas-1992-Sex-Ratio and Neighb.txt,2,0.6999732401
Bartolino-2011-Ontogenetic and sex-.txt,6,0.7899902959
Hebert-2008-Restoring piscivorou.txt,7,0.6066936946
Wich-2000-The impact of El Nin.txt,4,0.5447833729
Goodnight-1956-Some Observations in.txt,4,0.893552179
Easdale-2007-Tree life histories.txt,4,0.5962938778
Victor-2000-Endemism and the pel.txt,9,0.5670068546
Saiz-Salinas-2000-Echiura from Antarct.txt,2,0.4134103972
Lane-2009-Sexually selected be.txt,2,0.9002743669
Sydeman-1991-Age-Specific Weaning.txt,2,0.8202163555
Emerson-2000-Interpreting coloniz.txt,10,0.5760782314
Bonan-1988-The Size Structure o.txt,5,0.3826248797
Berry-1968-A Recording Photomet.txt,3,0.7422172037
Gregoire-1995-Sampling Methods to.txt,4,0.6077142485
Weltzin-1997-Small-mammal regulat.txt,4,0.6838246518
Nash-1995-The Pattern of Sprea.txt,6,0.6093578384
Kerfoot-1988-Daphnia-Phytoplankto.txt,2,0.233929678
Pimm-1988-Food Web Patterns -.txt,7,0.8441012121
"Hutchinson-2000-Adductors, abductors.txt",6,0.5578179298
Wilbur-1975-Evolutionary and Mat.txt,2,0.5527020016
Moore-1971-Coexistence in Unise.txt,2,0.5866839486
Bryant-2000-Differential respons.txt,3,0.2315290605
Lowe-1971-Effect of Paloverde.txt,9,0.4404422587
Eble-2000-Contrasting evolutio.txt,6,0.5964807404
Yomtov-1970-Effect of Predation.txt,5,0.4625529084
Wellington-1985-Post-Fire Recruitmen.txt,4,0.6402213704
James-1984-Microbes in Their Na.txt,10,0.3088801409
Brian-1973-Feeding and Growth i.txt,7,0.3377547123
Flower-1994-Paleolimnological Ev.txt,9,0.6463102342
Campbell-1977-Water Relations and.txt,3,0.9583335169
Holmes-2002-Validating populatio.txt,6,0.9983268638
Mohr-1936-Abundance and diggin.txt,4,0.5331029856
Garner-2000-Polymorphic DNA micr.txt,10,0.9997785054
Gibson-1978-Field and Laboratory.txt,9,0.9660083416
DeKogel-1997-Long-term effects of.txt,2,0.9808850671
Lombardi-2000-Fast repetition rate.txt,9,0.9349706071
Meneses-2000-Patterns and breakin.txt,1,0.1
Gasparini-2009-Strength and cost of.txt,2,0.8533228242
Salzburg-1984-Anolis-Sagrei and An.txt,2,0.743869348
Robichaux-1977-Vegetation-Analysis.txt,4,0.5799022561
Calosi-2010-What determines a sp.txt,3,0.4607879687
Long-2007-Asymmetric competiti.txt,5,0.8414415095
Janzen-1972-Escape in Space by S.txt,4,0.5337117128
Hargreaves-1978-Ecological Energetic.txt,2,0.4503442299
Selmants-2012-Realistic plant spec.txt,8,0.901362674
Bormann-1965-Changes in the Growt.txt,4,0.7504385052
Bale-2000-Thermal tolerance an.txt,3,0.6090515036
Clarke-2005-Landscape patterns o.txt,4,0.5290570526
Fawcett-1984-Local and Latitudina.txt,5,0.4501428293
Ricklefs-1969-Preliminary Models f.txt,2,0.612653133
Miller-1994-Life-History Variati.txt,2,0.3417003695
Mopper-2004-Iris hexagona hormon.txt,3,0.4532402649
Friend-1961-A Simple Method of M.txt,3,0.6068914366
Corbet-1956-The Life-History and.txt,2,0.6481763777
Tjallingii-2000-Ecology on the edge_.txt,10,0.7145727874
Clay-1990-Comparative Demograp.txt,5,0.5013230084
Oppenheim-2002-Is attraction fatal_.txt,5,0.9982417915
Simberlo.DsWilson-1969-Experimental Zoogeog.txt,6,0.504251032
Fortin-2005-Landscape ecology co.txt,6,0.5726899303
Hulme-1994-Postdispersal Seed P.txt,1,0.899613071
Robertson-1945-A Method for Securin.txt,7,0.4880904793
Loosanoff-1937-Spawning of Venus me.txt,3,0.721065833
Kullman-1998-The occurrence of th.txt,4,0.7977252382
Kraft-2000-Conservation policy.txt,10,0.5412150102
Keith-1965-The Abert Squirrel a.txt,4,0.4927665889
Bortolotti-2002-Stress during feathe.txt,2,0.7552263693
